职位名称,公司名称,工作城市,薪资范围,学历要求,公司类型,公司规模,职位类别,工作经验,福利待遇
贝壳找房/签约经理/本科+五险一金,贝壳找房,长沙,6千-8千,本科,上市公司,10000人以上,销售业务,3-5年,"五险一金,年底双薪,每年多次调薪,定期团建,加班补助,带薪年假,员工旅游,节日福利"
大客户经理,邦弗特新材料股份有限公司,长沙,1万-1.5万,本科,上市公司,100-299人,销售业务,3-5年,"五险一金,年底双薪,绩效奖金,包吃,包住,定期体检"
分销销售工程师（湖南省各地市）,浙江大华,长沙,面议,本科,上市公司,1000-9999人,销售业务,3-5年,"五险一金,绩效奖金,股票期权,餐补,交通补助,全勤奖,免息房贷,带薪年假"
综合金融客户经理,中国平安人寿保险股份有限公司湖南省直属区域服务第五营销服务部(综合金融部),长沙,1.1万-2.2万,本科,上市公司,10000人以上,销售业务,3-5年,"绩效奖金,全勤奖,弹性工作,节日福利,不加班,大牛带队,带薪年假,员工旅游"
智存-渠道销售代表（长沙）,海康威视,长沙,1万-1.5万,本科,上市公司,10000人以上,销售业务,3-5年,"五险一金,绩效奖金,股票期权,交通补助,餐补,带薪年假"
大客户经理（ka）,长沙迪安医学检验所有限公司,长沙,8千-1.4万,本科,上市公司,100-299人,销售业务,3-5年,"五险一金,年底双薪,餐补,通讯补助,带薪年假,高温补贴,节日福利,绩效奖金"
行业销售工程师（文教卫）,浙江大华,长沙,面议,本科,上市公司,1000-9999人,销售业务,3-5年,"五险一金,绩效奖金,股票期权,餐补,交通补助,全勤奖,免息房贷,带薪年假"
行业销售工程师,浙江大华,长沙,面议,本科,上市公司,1000-9999人,销售业务,3-5年,"五险一金,绩效奖金,股票期权,餐补,交通补助,全勤奖,免息房贷,带薪年假"
优才计划主管,中国平安人寿保险股份有限公司湖南分公司开福人力资源部,长沙,1.5万-2万,本科,上市公司,10000人以上,销售管理,3-5年,"补充医疗保险,不加班,带团队,出国游,定期团建,周末双休,绩效奖金"
全国TOP地产开发商集采平台 大客户经理,万宝盛华企业管理咨询（上海）有限公司,长沙,1万-2万,本科,上市公司,500-999人,销售业务,3-5年,
区域经理,长沙迪安医学检验所有限公司,长沙,1.4万-2万,本科,上市公司,100-299人,销售管理,3-5年,"五险一金,年底双薪,餐补,通讯补助,高温补贴,节日福利,绩效奖金,包住"
营销主管,长江证券股份有限公司湖南分公司,长沙,6千-8千,本科,上市公司,1000-9999人,销售管理,3-5年,"绩效奖金,五险一金,交通补助,通讯补助,节日福利,周末双休,补充医疗保险,带薪年假"
军工类营销经理,福建省闽保信息技术有限公司,长沙,8千-1.5万,本科,上市公司,100-299人,销售管理,3-5年,"五险一金,绩效奖金,通讯补助,带薪年假,补充医疗保险,节日福利,周末双休"
高级客户经理,和利时集团,长沙,7.5千-1.5万,本科,上市公司,1000-9999人,销售管理,3-5年,"五险一金,餐补,通讯补助,带薪年假,节日福利,补充医疗保险,周末双休"
客户销售经理,海康威视,长沙,8千-1万,本科,上市公司,10000人以上,销售业务,3-5年,"五险一金,绩效奖金,股票期权,交通补助,餐补,通讯补助,带薪年假,定期体检"
客户经理,上海灿谷投资管理咨询服务有限公司,长沙,1.1万-1.6万,本科,上市公司,1000-9999人,销售业务,3-5年,"五险一金,周末双休,定期体检,节日福利,带薪年假,公司重点项目,绩效奖金"
芯片事业部市场经理,景嘉微,长沙,1.2万-2.2万,本科,上市公司,500-999人,销售管理,3-5年,"五险一金,餐补,绩效奖金,带薪年假,节日福利,员工旅游,年终奖,股票期权"
大客户销售,爱尔眼科医院集团股份有限公司长沙爱尔眼科医院,长沙,5千-7千,本科,上市公司,500-999人,销售业务,3-5年,"五险一金,绩效奖金,带薪年假,员工旅游,周末双休,年终奖金,节日福利,餐补"
58同城长沙招聘销售经理【保险金融业务】,长沙乐新创展信息技术有限公司,长沙,1万-1.5万,本科,上市公司,10000人以上,销售管理,3-5年,"节日福利,五险一金,定期体检,定期团建,公司重点项目,高温补贴,采暖补贴"
售前BD,东华软件,长沙,面议,本科,上市公司,1000-9999人,销售业务,3-5年,"周末双休,带薪年假,五险一金,弹性工作"
销售总监,东华软件,长沙,面议,本科,上市公司,1000-9999人,销售管理,3-5年,"五险一金,周末双休,13薪"
大客户经理,筑友智造科技产业集团有限公司,长沙,8千-1万,本科,上市公司,1000-9999人,销售业务,3-5年,"五险一金,绩效奖金,全勤奖,餐补,交通补助,周末双休,通讯补助,带薪年假"
城市经理,长沙乐新创展信息技术有限公司,长沙,1万-2万,本科,上市公司,10000人以上,销售管理,3-5年,"节日福利,五险一金,定期团建,餐补,通讯补助,采暖补贴,带薪年假,补充医疗保险"
保险金融高级销售经理【城市经理】,长沙乐新创展信息技术有限公司,长沙,1万-1.5万,本科,上市公司,10000人以上,销售管理,3-5年,"节日福利,五险一金,定期体检,定期团建,高温补贴,采暖补贴,餐补,补充医疗保险"
客户总监（南昌）,北京金和网络股份有限公司,长沙,1.5万-1.8万,本科,上市公司,500-999人,销售管理,3-5年,"五险一金,节日福利,餐补,带薪年假"
行业销售工程师（大交通）,浙江大华,长沙,面议,本科,上市公司,1000-9999人,销售业务,3-5年,"五险一金,绩效奖金,股票期权,餐补,交通补助,全勤奖,免息房贷,带薪年假"
业务高级专员,康希诺生物,长沙,6千-1.2万,本科,上市公司,500-999人,销售业务,3-5年,"五险一金,加班补助,交通补助,高温补贴,免费班车,带团队,全额公积金,绩效奖金"
销售主管/组长,高途课堂,长沙,1.5万-3万,本科,上市公司,1000-9999人,销售管理,3-5年,"五险一金,带薪年假,定期团建,公司重点项目,试用期全额,节日福利,补充医疗保险,每年多次调薪"
KA销售,深圳市顺丰同城物流有限公司,长沙,8千-1.6万,本科,上市公司,10000人以上,销售业务,3-5年,"五险一金,带薪年假,节日福利,周末双休,定期团建,绩效奖金,交通补助,通讯补助"
销售工程师,长沙华时捷环保科技发展股份有限公司,长沙,6千-8千,本科,上市公司,500-999人,销售业务,3-5年,"五险一金,年底双薪,绩效奖金,全勤奖,包吃,交通补助,带薪年假,节日福利"
平安售后优才主管,中国平安人寿保险股份有限公司湖南省直属区域服务第三支公司(西区售后部),长沙,1万-1.5万,本科,上市公司,10000人以上,销售管理,3-5年,"五险一金,年终分红,绩效奖金,弹性工作,补充医疗保险,定期体检,带团队,周末双休"
大客户销售代表,正泰电器,长沙,7千-1.2万,本科,上市公司,10000人以上,销售业务,3-5年,"五险一金,带薪年假,节日福利,餐补,通讯补助,绩效奖金,弹性工作,项目奖金"
区域经理,朗玛信息,长沙,6千-1.2万,本科,上市公司,500-999人,销售业务,3-5年,"五险一金,交通补助,带薪年假,通讯补助,定期体检,周末双休"
销售主管/团队长50+人,高途课堂,长沙,1.5万-2.5万,本科,上市公司,1000-9999人,销售管理,3-5年,"绩效奖金,补充医疗保险,五险一金,餐补,带薪年假,节日福利,交通补助,通讯补助"
销售工程师,重庆川仪自动化股份有限公司广州分公司,长沙,8千-1万,本科,上市公司,1000-9999人,销售业务,3-5年,"五险一金,年底双薪,绩效奖金,带薪年假,定期体检,员工旅游,节日福利"
门店店长,爱尔眼科医院集团股份有限公司长沙爱尔眼科医院,长沙,6千-8千,本科,上市公司,500-999人,销售管理,3-5年,"五险一金,绩效奖金,带薪年假,员工旅游,周末双休,年终奖金,节日福利,餐补"
销售（全国）,禾丰牧业,长沙,8千-1.6万,本科,上市公司,10000人以上,销售业务,3-5年,"绩效奖金,节日福利,创业公司,定期团建,五险一金,交通补助"
销售总监（多地区),东华软件,长沙,面议,本科,上市公司,1000-9999人,销售管理,3-5年,"五险一金,绩效奖金,通讯补助"
招商经理,汇景集团,长沙,1.5万-2万,本科,上市公司,1000-9999人,销售业务,3-5年,"五险一金,餐补,定期体检,定期团建,带薪年假,节日福利"
FILA奥莱-长沙友阿奥莱助理店长（副店）,斐乐,长沙,8千-1.2万,本科,上市公司,10000人以上,销售管理,3-5年,"五险一金,绩效奖金,带薪年假"
家畜疫苗销售大区经理,瑞普生物,长沙,1万-2万,本科,上市公司,1000-9999人,销售管理,3-5年,"五险一金,定期体检,餐补,交通补助,通讯补助"
助理校长培训生--长沙,长沙精鸿锐教育咨询有限公司,长沙,1万-1.5万,本科,上市公司,10000人以上,销售管理,3-5年,"节日福利,五险一金,带薪年假,补充医疗保险,员工旅游,绩效奖金,带团队"
高级销售经理,北京中农信达信息技术有限公司,长沙,1万-1.5万,本科,上市公司,1000-9999人,销售管理,3-5年,"五险一金,绩效奖金,通讯补助,带薪年假,节日福利,周末双休"
课程顾问主管,高途课堂,长沙,1.2万-2万,本科,上市公司,1000-9999人,销售管理,3-5年,"五险一金,补充医疗保险,定期体检,绩效奖金,定期团建,试用期全额,带薪年假,弹性工作"
国内销售（湖南）,厦门亿联网络,长沙,1万-1.5万,本科,上市公司,1000-9999人,销售管理,3-5年,"五险一金,绩效奖金,股票期权,餐补,高温补贴,节日福利,全额公积金,年底双薪"
销售经理,久远银海,长沙,6千-1万,本科,上市公司,1000-9999人,销售管理,3-5年,"五险一金,定期体检,节日福利,员工旅游,周末双休,全勤奖,带薪年假"
客户经理,江西山水光电科技股份有限公司,长沙,5千-1万,本科,上市公司,100-299人,销售业务,3-5年,"周末双休,五险一金,包吃,包住,定期体检,全勤奖,节日福利,员工旅游"
销售工程师,无锡新松机器人自动化有限公司,长沙,面议,本科,上市公司,1000-9999人,销售业务,3-5年,"周末双休,五险一金,带薪年假"
高级销售经理,任子行,长沙,6千-9千,本科,上市公司,1000-9999人,销售业务,3-5年,"周末双休,上市公司,五险一金,带薪年假,绩效奖金,弹性工作"
营销经理,长沙华时捷环保科技发展股份有限公司,长沙,6千-1万,本科,上市公司,500-999人,销售业务,3-5年,"五险一金,全勤奖,通讯补助,交通补助"
BD商务拓展经理【市场推广】58同城内部招聘,长沙乐新创展信息技术有限公司,长沙,1万-1.5万,本科,上市公司,10000人以上,销售业务,3-5年,"五险一金,补充医疗保险,定期体检,高温补贴,采暖补贴,员工旅游,绩效奖金,餐补"
销售主管经理,高途课堂,长沙,1.5万-2.5万,本科,上市公司,1000-9999人,销售管理,3-5年,"五险一金,绩效奖金,股票期权,餐补,补充医疗保险,交通补助,试用期全额"
销售经理,拓维信息,长沙,1万-2万,本科,上市公司,1000-9999人,销售管理,3-5年,"五险一金,交通补助,通讯补助,带薪年假,弹性工作,定期体检"
大数据区域销售经理（长沙）,黑龙江鑫联华,长沙,1万-1.5万,本科,上市公司,100-299人,销售管理,3-5年,"节日福利,员工旅游,五险一金,餐补,周末双休"
销售工程师,埃斯顿（湖北）机器人工程有限公司,长沙,8千-1万,本科,上市公司,1000-9999人,销售业务,3-5年,"五险一金,绩效奖金,通讯补助,带薪年假,节日福利"
大区经理,名气电器,长沙,1万-1.5万,本科,上市公司,1000-9999人,销售管理,3-5年,"五险一金,年底双薪,绩效奖金,全勤奖,带薪年假,定期体检,员工旅游,节日福利"
省区经理,名气电器,长沙,1万-1.5万,本科,上市公司,1000-9999人,销售管理,3-5年,"五险一金,年底双薪,绩效奖金,全勤奖,带薪年假,定期体检,员工旅游,节日福利"
K12团队经理,高途课堂,长沙,1.5万-2万,本科,上市公司,1000-9999人,销售管理,3-5年,"五险一金,补充医疗保险,定期体检,绩效奖金,免费班车,带团队,定期团建"
辅导主管,高途课堂,长沙,1.5万-2.5万,本科,上市公司,1000-9999人,销售管理,3-5年,"绩效奖金,补充医疗保险,五险一金,餐补,带薪年假,节日福利,交通补助,通讯补助"
国际贸易经理,宇环数控,长沙,1万-1.5万,本科,上市公司,100-299人,销售业务,3-5年,"五险一金,绩效奖金,包住,餐补,节日福利"
大区渠道销售经理(J10173),神州数码（中国）有限公司,长沙,1.5万-2万,本科,上市公司,1000-9999人,销售管理,3-5年,"五险一金,餐补,通讯补助,带薪年假,定期体检,交通补助,补充医疗保险,试用期全额"
销售经理,蓝盾信息安全技术股份有限公司,长沙,8千-1万,本科,上市公司,1000-9999人,销售业务,3-5年,
高级客户经理,江西山水光电科技股份有限公司,长沙,5千-1万,本科,上市公司,100-299人,销售业务,3-5年,"周末双休,五险一金,包吃,包住,定期体检,全勤奖,节日福利,员工旅游"
客户经理,江苏欧帝电子科技有限公司,长沙,1万-1.5万,本科,民营,500-999人,销售业务,3-5年,"五险一金,交通补助,餐补,通讯补助,带薪年假,节日福利,周末双休,绩效奖金"
销售经理,长沙丰收办公用品经营有限公司,长沙,2万-3万,本科,民营,20-99人,销售管理,3-5年,
渠道部总监,湖南麓明暖通设备有限公司,长沙,1.5万-2万,本科,民营,20-99人,销售管理,3-5年,"餐补,交通补助,带薪年假,五险,公司重点项目"
营销总监,湖南开卷文化传媒有限公司,长沙,6千-8千,本科,民营,20-99人,销售管理,3-5年,"绩效奖金,节日福利,五险一金,弹性工作,加班补助,周末双休,定期团建"
2020大客户经理（长沙）(J12866),北森,长沙,1万-1.5万,本科,民营,1000-9999人,销售业务,3-5年,"餐补,弹性工作,补充医疗保险,定期体检,节日福利,周末双休,八险一金,包住"
销售经理----长沙,南京科捷分析仪器有限公司,长沙,1万-2万,本科,民营,100-299人,销售管理,3-5年,"五险一金,餐补,带薪年假,节日福利"
招商总监,湖南序纳餐饮管理有限公司,长沙,1.5万-2万,本科,民营,100-299人,销售管理,3-5年,"五险一金,全勤奖,绩效奖金,带薪年假,通讯补助"
销售支持经理,土流集团有限公司,长沙,5千-8千,本科,民营,100-299人,销售管理,3-5年,"五险一金,绩效奖金,加班补助,节日福利,带薪年假,定期体检,交通补助"
